Stockcode,Descripiton,Cat,Sub Cat,SBU,,,,,,,,,,,,,,,,,,,,,
MASCGPRSW,Norgren pressure switch and subbase          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79172,PIPETMAX 268 PIPETTE HEAD NUT SET -5        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000010662,MAS-100 Atmos venturi supports inlet          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1053230250,D(-)-FRUCTOSE FOR MICROBIOLOGY            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1173540001,Pressure Tube Atmos 2m w 1 PC        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1467830200,TSA w. LTHThio cont.-ICR+ -200P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1665070120-CN,#NAME?,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPGLASS,Glass nebulizer for spray station          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZSWIRE01,ELECTRICAL CONNECTOR             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TRLABEL01,EZ-FLUO LABELS (1000 UNITS)           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFKIT001EU,"EZ Fluo reader, camera and EU power cord       ",BioM,,,,,,,,,,,,,,,,,,,,,,,
EZCBUTT0M,POWER ON / OFF           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MM2PMSTD14,Oasis Optional second OS maintenance          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000021598,Electronic board RCS HFT - version 2023        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074990,Sterility testing PQ guidelines eLearn          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASVFPCB1,Main PCB for MAS-100 VF          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASMHMPBC,MAS Iso MH main PCB with processor board       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000010668,MAS-100 Atmos Pressure sensor           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1041450001,DUOPATH VEROTOXINS RAPID IMMUNOASSAY FOR          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1401415000,Buffered Peptone Water 5 KG          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1454760001,"Main Board, ErgoTouch Pro 1 ST         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1461370120,ReadyPlate Baird Parker Agar ISO 6888         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1464270020,MacConkey Cont. A.-RT acc EP 240E-20P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQISLINFG,ISL TUBING GUIDE INFÉRIEUR           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPNC230,Milliflex Rapid Kit 230V w/o computer         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXQHANDRW,Drawer handle kit            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MTBMTQNKIT,EQUINOX SPECIFIC TOOLS KIT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBLFH01US,STERITEST SYMBIO LFH 2 MED US         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
HFTPMSTD01,RCS HFT WS PM w/o service plan        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBFXVAL11,SYMBIO FLEX ON-SITE IQ/OQ SERVICE          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EFHAB25BS,"EZ-Fit 0,45µm ,MCE bla,250 ml, no pad,bu        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MM2PMSTD05,Mfx Oasis 2 Heads WS Verification         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000017531,Regulus Essential Service Plan Module          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074751,RCS HFT IQ OQ Printable Protocol         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000010152,Purified water             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1004650500,DG 18 agar (base) 500 G         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1054700500,SIM MEDIUM FOR MICROBIOLOGY (30 G FOR 1       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1065040250,SODIUM DEOXYCHOLATE FOR MICROBIOLOGY           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1079930500,BAT-BOUILLON 500 G            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1193670001,Bottomplate for MAS-100 NT 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1465380200,#NAME?,BioM,,,,,,,,,,,,,,,,,,,,,,,
XX6320000,DUAL CHAMBER INC BASIC UNIT          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPB0AR01,ELECTRONIC BOARD KIT FOR MFX+ PUMP         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MHA00MRS2,MRS liquid media ampoule           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFITL0W01,EZFIT MANIFOLD 1 PLACE F/MICROFIL V OR S       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBCHI01,STERITEST SYMB HUB HOLDER ISO          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ETP2DB0AR,Ergo T. Pro 2 Detector Board         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SILTUB45M,Silicon tube 3 x 2 (45mm) lot of 2      ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM07620052100,"TOOL, WASHER REVIVAL            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
940000010666,MAS-100 Atmos head roller bearings          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1000710010,CCDA SELECTIVE SUPPLEMENT 10 VIALS SELEC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1109890500,PSEUDOMONAS AGAR F BASE FOR MICROBIOLOGY         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1194750001,O-ring upp ring 92x2.0 1.5 1 UNIT.        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1323830001,Anaerocult® C for microbiolo 25 X 1 TEST       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1453820001,Block Batterie 9V RCS 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1461960100,NaCl Peptone Buffer 9.0ml EP 1936R-100P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1463340006,Tryptic Soy Broth acc EP+USP 502090-W-6P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1465520020,#NAME?,BioM,,,,,,,,,,,,,,,,,,,,,,,
35043-SIAL,VIP Gold EHEC Positive Control          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPL0AD01,LOAD CELL WITH SUPPORT FOR MFX+ PUMP        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBSCREWKT,SYMBIO SCREW SET            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
0XNRMCSAS,NEW RAPID M.CPLING SET+ADAPTER+SIL.GASK.           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ASPMMCG006,MAS-100 CG Ex Advanced WS Service plan        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EQXRGTMKT,Guide tube servicing kit           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074023,Empty Demo Case for Milliflex Oasis VHP        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASEC0BAH,Battery holder for MAS-100 Eco          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79123,RUBBER BUMPER -79123            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1008500500,CHROMOCULT COLIFORM AGAR ES ( ENHANCED S        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1092230004,TRIPOD QUICK F/MAS A.SAMPLER 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1125235000,LACTALBUMIN HYDROLYSATE ENZYMATICALLY HY           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1193800001,Reduction screw phototripod adapter x4          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
5427530001,Gravimetric Dilutor 1 UNIT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MHA000P2N,Wallerstein Nutr. Liquid Media Ampoule          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
JBRMABG05500,55 PLUS MONITOR AA TYPE          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
QSMEDEV01,Milliflex Quantum Feasibility 1 matrix          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBMSTRDRV,ELECTRONIC DRIVER FOR STATOR MOTOR          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBLINSTAL,Symbio LFH Installation in Isolator only         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MAISVAL11,MAS-100 Iso NT on-site IQ/OQ service         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SB0PCBSUP,SUPPORT PLATE FOR SYMBIO LFH MAIN PCB        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RCSBATT96,"RCS batteries 9,6 V           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
QUAPMSTD05,Mfx Quantum WS verif w/o service plan        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000021164,"LED, Yellow, New (585), RGQIII          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
910000021313,Mfx Rapid IQ OQ Printable Protocol         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMHVWP124,"Mfx Oasis funnel, PVDF 0.45µm, 100mL         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1038570500,"LEVINE-EMB agar, ISO 21150 a 500 G        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1452440001,"Electronic Board, RCS High Flow Touch         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1454780001,"Keypad, ErgoTouch Pro 1 ST          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1460060020,FREY Agar acc. EP 20PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMSB10025,Swab in vial with phosphate buffer 25/pk        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPPBAT01,MILLIFLEX PLUS BATTERY            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBSTRSDRD,STATOR SPEED REDUCER FOR SYMBIO          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBFLE01,STERITEST SYMBIO FLEX PUMP 2 M         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
M100HUSCB,SENSIRION TEMP / HUMID SENSOR+CABLE+PLUG          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CKHABG474,"EZ-Curve w/ 4 bx EZ-Pak, 0,45µ, bla        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MASIS0GSK,MAS Iso NT disp flat gask 140x140x0.5mm        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASMHSCRN,MAS Iso MH base unit screwnut in-outlet        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASCGSENZ,Sensor nozzle complete CG Ex          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000010661,MAS-100 Atmos venturi supports outlet          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1053980500,MALT EXTRACT AGAR FOR MICROBIOLOGY (48 G        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1440770001,APC SmartTouch Downl. Utility Software          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460520120,#NAME?,BioM,,,,,,,,,,,,,,,,,,,,,,,
1461390100,Thioglycollate Medium acc EP 2170R-100P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1665040200-CN,#NAME?,BioM,,,,,,,,,,,,,,,,,,,,,,,
YY20040H0,"ESP Valve 1/4"" NPTM Halar              ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MSHAWGE48,MS Sampler 0.45µm White Sterile 48/pk         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ESMEDEV01,Feasibility Study for EZ-Fluo System          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFITL0W06,EZFIT MANIFOLD 6 PLACE F/MICROFIL V OR S       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFITMICAD,ADAPTER FOR EZFIT FILT U ON MICROFIL MAN       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPKEYVHP,MFX+ VHP KEYPAD            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SB1SRMSUP,SPEED RED. + MOTOR SUPPORTS SYMBIO ISL        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMGASKTEZ,Gasket kit for EZ Fit head for MFXOasis       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074098,M-Trace™ Software - Annual License          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
DLCP0WER1,DiluCult 1 2 Power supply board         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EMSEMIN21,EM Remote School            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM10047583,"FAN, INCUBATOR W/ CABLE 730 mm         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
GM10047721,Z-MOTOR INCUBATOR W/ LEADSCREW           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RSMPC0N01,ReadyStream connectors kit            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1021390001,ENVIROCHECK CONTACT YM(R) (YEASTS AND MO         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1040540500,BILE SALT MIXTURE FOR MICROBIOLOGY          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1194860001,Upper blue ring MAS-100 NT 1 UNIT.        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1465520200,#NAME?,BioM,,,,,,,,,,,,,,,,,,,,,,,
1467550080,IsoBag TSA+LTHTh Settle+ 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TSMEDEV03,Method dev consulting Steritest           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBM0TRRTR,ROTOR MOTOR             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MVFPMSTD11,MAS-100 VF preventative maintenance           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ETP2RIKIT,Ergo T. Pro 2 O-ring Kit         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMPWRSPSZ,Milliflex Oasis power supply - Swiss         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RSMPCPC0N,ReadyStream CPC Connector            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1002055000,MacConkey Agar 5 KG           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1053919025,MALT EXTRACT FOR MICROBIOLOGY           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1125350500,MAXIMUM RECOVERY DILUENT FOR MICROBIOLOG          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1172690001,MAS-100 Eco battery charger 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1463750006,Tryptic Soy Agar EP+USP 501400-6P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
JBRMHBG05500,MONITOR 55 0.45UM BLACK STERILE 50PK         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MSLM10001,MILLISNAP TALL WHITE ADAPTER FOR MILLIFL         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MCLHEAD01,MICROFIL HEAD FOR MILLIFLEX PUMP          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXQHANDRI,Right handle             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBDTF02,ST SYMBIO DRAIN TRAY FLE HI 2        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ETP2CASKT,Ergo T. Pro 2 Case Kit         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBISL01ZA,STERITEST SYMBIO ISL 2 MED ZA         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074022,Empty Demo Case for MFX Rapid tower        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074631,Milliflex Oasis VHP resistant filtration          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASCGPRTR,Pressure transducer             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPPA4RP2,MFX+ Advanced Requalification Protocol           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
9570080000,LID OF ANAEROBIC JAR Bulk          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1008730500,CHROMOCULT ENTEROBACTER 500 G           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1038790500,Blood agar (base) for the is 500 G       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1043170500,Tryptic Soy Agar halal acc. 500 G        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1091950001,Perforated lid for MAS 100 NT         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1173290001,Battery Charger MAS-100 Atmo 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1463950020,Buff. Phys. NaCl Sol. 200ml -20P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TZHADV210,Steritest® NEO POWDERS VIAL MCE          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPANA01,MILLIFLEX RAPID IMAGE ANALYSER           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXGSWG124,"MILLIFLEX FUNNEL 0.22UM, 100ML, WHITE          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MXSMKFS48,MILLIFLEX AGAR CASSETTES (KF STREP)          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZSPUMP01,KNF PUMP             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPLAT790,"LATCH 7,9 FOR MILLIFLEX®+           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
SBIINSTAL,Symbio ISL Installation in Isolator only         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASLAB0R1,Hourly rate for MAS repair center labor        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASMHJACK,DC jack on base unit for MAS-100 Iso MH      ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASCGRGVA,Pressure regul. Valve (black)           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM00100000587,"MODULE, INCUBATOR             ",BioM,,,,,,,,,,,,,,,,,,,,,,,
EFHAW100BC,"EZ-FIT FUNNEL 100ML WHITE MEMBR 0,45µM         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
RSMPDRVLP,ReadyStream Media Pump Driver           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ZA2HG000BX6.500,YEAST EXTRACT POWDER -500G           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1173190001,RapidMicroBio Base Easy Clea 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQ00PSI01,Equinox & Symbio pressure control kit         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFREAD01SZ,EZ-Fluo reader kit (SZ)           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EFHAB10MS,"EZ-Fit 0,45µm ,MCE bla,100 ml, no pad,mu        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBRACK2,STERITEST RACKS FOR CARRYING TRAYS - 2        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MCTRAINS21,MC Media Pad e-learning - how to use - S     ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000073853,"MFR 2 USB cable Tower/PC, 1PC         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
DLCWEIGHT,DiluCult 1 2 Weighing kit          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MIPTRAIN21,MVP Icon e-learning - how to use        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000012174,Milliflex Rapid power supply - EU         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
NATH04411101,MAS-100 Iso NT set aluminum eloxed         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1106600500,MRS agar 500 G           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1173490001,Gas Exhaust Tube Atmos 5m 1 PC        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1451060001,Silicon O-Ring 2-010 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460030120,SDA w. Cm acc. EP - LI 03350E-120P       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
64013-SIAL,MVP ICON Field Care Kit          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPDTBVHP,MFX+ VHP DRAIN TUBES KIT          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TZHVDV205,Steritest® NEO POWDERS VIAL PVDF DP         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASEXFF0L,Front foil compl. for MAS-100 NT Ex        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79128,"EJECTION FOOT,BIOCONTROL SYS            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
940000010653,MAS-100 Atmos Sensor adapter           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000012175,Milliflex Rapid power supply - SZ         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1076800500,AGAR LACTOSE TTC WITH TERGITOL7 (BASE) F        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1442750001,Cover 1 PC            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1451760001,"O-Ring black, 36x2,2 P431,A/NBR 75          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1454930001,"Cable Set, ErgoTouch 1 PC          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1460070020,FRIIS Agar acc. EP 090E-20P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1461850020,Lactose TTC A. w. Tergitol-7 166E-20P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1462310020,Tr. Soy Cont. A w. LTHTh-ICR 2283E-20P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
BIAC01P01,"Microfil Vacuum support, 1 place          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MXQSCRKIT,Track screw kit            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SB1KEYPAD,KEYPAD FOR SYMBIO ISL           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
DLCPWRINL,DiluCult Power inlet            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RSMPTUBH1,ReadyStream tubing kit to Heater          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1018650001,Half FRASER broth with suppl 35 SACHETS        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1171770001,MAS-100 Iso MH® Control u 1 PC        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1172910001,MAS-100 Iso NT® w. Profinet 1 PC        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1173670001,Tri-Clamp 34mm for MAS-100 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1401835000,EcoCult™ UVM Broth 5 KG          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1461610020,ReadyPlate DG18 agar ISO 21527          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1462360120,"ReadyPlate SDA ISO, FDA-BAM, EP+USP          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1463270100,NaCl Peptone Broth 9ml 1934R-100P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1465490020,#NAME?,BioM,,,,,,,,,,,,,,,,,,,,,,,
1465770020,Sab. Dextr. Agar - ICR 30ml 03541E-20P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1468140080,IsoBag TSA Settle 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MHA000T2B,SOYBEAN CASEIN DIGEST BROTH           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
YY2004K00,ESP Valve Plugs Kit           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
STBMRFA94,Rinse Fluid A 900ml           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPMBM0T,MEMBRANE MOTOR SPRAYER MILL RAPID          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
QSMEDEV11,Milliflex Quantum on-site evaluation           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZCC0VERG,LEFT COVER             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZCMAIPCB,ELECTRONIC CARD FOR BATTERY MODEL          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EMSEMIN01,EM School at central location          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXQKITSCR0,SCREEN KIT QUANTUM S/N < 282         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFITSAM1,"EZ-Fit Manifold with HTA Head,1-place, s         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
GM07620111501,"ASSY., PCB, READER MODULE           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79191,NYLON SCREWS FOR REMOVABLE TRAY          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RGQ9019342,"LED, IR, RGQ            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1043165000,Buffered Peptone Water halal 5 KG         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1090840001,EXTRA DUST-COVER FOR COLLECTION HEAD          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1091260001,SHOULDER BAG FOR MAS-100 ECO 1 UNIT        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1133010001,BACTIDENT AMINOPEPTIDASE 50 TEST STRIPS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1465730006,Fluid D acc. USP 577800SD-6P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MSHAWGT48,MS Sampler 0.45µm White Sterile 48/pk         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPNC110,Milliflex Rapid Kit 110V w/o computer         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EFHAB100B,"EZ FIT FUNNEL 100ML BLACK MEMBR 0,45µM        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
SB1UPHSNG,EMPTY UPPER HOUSING FOR SYMBIO ISL         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBM0TRCAM,STATOR MOTOR             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBFLE01MX,STERITEST SYMBIO FLEX 2 M MX         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000000028,MAS-100 NT Ex Essential service plan         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBASK01,Equinox hub holder adapter screw kit         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RDYTUBE10,ReadyStream® Inlet Tube            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MCTRAING21,MC Media Pad e-learning - how to use - G     ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MAMHIQOQEP,MAS-100 Iso MH IQ OQ e-Protocol         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMKEYPAD1,MFX Oasis Keypad            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79198,PIPETMAX 268 BACK COVER           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TSSEMIN21,Sterility Remote School            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RSMPPUMP1,ReadyStream Media pump            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1171040001,MAS-100 VF Power supply 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1462310200,Tr. Soy Cont. A w. LTHTh-ICR 2283E-200P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1464650006,Yeast Glucose Cm Agar 545200-6P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
